SystemCodeNumber,Timestamp,price,diff,time,Occupancy,Capacity,Hour,Minute,TimeSlot,occupancyRate,EMA_occupancy
Shopping,2016-12-19 08:30:00,12.59,1,1751787993992,825,1920,8,30,0.5,0.4296875,0.5078167003131661
BHMMBMMBX01,2016-10-26 13:59:00,12.89,1,1751787993992,608,687,13,59,0.8225490196078431,0.8850072780203785,0.8442676151506955
Others-CCCPS105a,2016-11-20 10:27:00,12.65,1,1751787993992,741,2009,10,27,0.6147058823529411,0.36884021901443503,0.4858767659864158
BHMNCPNST01,2016-11-11 16:00:00,12.7,1,1751787993992,273,485,16,0,0.9411764705882353,0.5628865979381443,0.5782135806571596
Others-CCCPS105a,2016-10-16 13:01:00,12.75,1,1751787993992,1449,2009,13,1,0.765686274509804,0.7212543554006968,0.6035655606935564
Others-CCCPS135a,2016-10-31 13:26:00,12.79,1,1751787993992,2912,3883,13,26,0.7901960784313725,0.7499356167911408,0.7173715838877943
Others-CCCPS135a,2016-12-19 09:30:00,12.76,1,1751787993992,2415,3883,9,30,0.5588235294117647,0.6219417975791913,0.6696566907334929
BHMNCPNST01,2016-10-13 13:31:00,12.77,1,1751787993992,359,485,13,31,0.7950980392156863,0.7402061855670103,0.659209883112085
BHMMBMMBX01,2016-12-15 12:00:00,12.89,1,1751787993992,585,687,12,0,0.7058823529411765,0.851528384279476,0.8478979997150857
BHMMBMMBX01,2016-10-12 12:04:00,12.92,1,1751787993992,617,687,12,4,0.7098039215686275,0.8981077147016011,0.8730028572083435
Others-CCCPS119a,2016-10-18 08:01:00,11.77,1,1751787993992,246,2803,8,1,0.47156862745098044,0.08776311095255084,0.14447655632131434
Others-CCCPS105a,2016-11-18 15:28:00,12.73,1,1751787993992,1068,2009,15,28,0.9098039215686274,0.5316077650572424,0.5675866628753994
BHMBCCMKT01,2016-12-12 13:29:00,12.49,1,1751787993992,189,577,13,29,0.7931372549019607,0.3275563258232236,0.33121145828603915
Others-CCCPS119a,2016-10-17 16:28:00,11.82,1,1751787993992,600,2803,16,28,0.968627450980392,0.21405636817695325,0.17926646224913378
Others-CCCPS105a,2016-11-28 14:32:00,12.78,1,1751787993992,1195,2009,14,32,0.8549019607843137,0.5948232951717273,0.5812049790235634
BHMMBMMBX01,2016-11-06 15:59:00,12.9,1,1751787993992,430,687,15,59,0.9401960784313725,0.6259097525473072,0.7494563048778253
Others-CCCPS135a,2016-10-24 11:03:00,12.76,1,1751787993992,2495,3883,11,3,0.65,0.6425444244141127,0.6561005575738028
Others-CCCPS105a,2016-11-05 11:26:00,12.68,1,1751787993992,834,2009,11,26,0.6725490196078432,0.41513190642110503,0.4981684427223342
Shopping,2016-10-09 08:04:00,12.35,1,1751787993992,285,1920,8,4,0.4745098039215686,0.1484375,0.32812710015658303
BHMMBMMBX01,2016-11-02 11:56:00,12.9,1,1751787993992,591,687,11,56,0.7019607843137255,0.8602620087336245,0.8048591568057248
Others-CCCPS105a,2016-10-08 10:57:00,12.63,1,1751787993992,955,2009,10,57,0.6441176470588235,0.4753608760577402,0.4867646593900372
Others-CCCPS98,2016-12-14 15:30:00,12.44,1,1751787993992,1108,3103,15,30,0.9117647058823529,0.35707379954882373,0.4244950086041752
Others-CCCPS202,2016-10-11 15:03:00,12.56,1,1751787993992,1327,2937,15,3,0.8852941176470589,0.45182158665304734,0.40122705966793326
BHMNCPHST01,2016-10-14 12:01:00,12.78,1,1751787993992,668,1200,12,1,0.7068627450980393,0.5566666666666666,0.563584268974187
BHMNCPHST01,2016-11-26 08:01:00,12.47,1,1751787993992,156,1200,8,1,0.47156862745098044,0.13,0.3467921344870935
BHMBCCTHL01,2016-11-27 11:31:00,12.65,1,1751787993992,391,387,11,31,0.6774509803921569,1.0103359173126616,0.7363644343286029
Others-CCCPS8,2016-11-10 11:27:00,12.55,1,1751787993992,743,1322,11,27,0.6735294117647058,0.5620272314674736,0.4660580469400957
Others-CCCPS8,2016-11-27 14:02:00,12.65,1,1751787993992,960,1322,14,2,0.8254901960784313,0.7261724659606656,0.5961152564503807
BHMNCPNST01,2016-12-16 11:30:00,12.74,1,1751787993992,269,485,11,30,0.6764705882352942,0.554639175257732,0.6069245291849085
Shopping,2016-10-04 14:57:00,12.48,1,1751787993992,1381,1920,14,57,0.8794117647058823,0.7192708333333333,0.5236989667449582
Shopping,2016-10-23 11:59:00,12.46,1,1751787993992,468,1920,11,59,0.7049019607843137,0.24375,0.3837244833724791
Shopping,2016-10-24 08:29:00,12.4,1,1751787993992,718,1920,8,29,0.4990196078431372,0.37395833333333334,0.37884140835290625
BHMMBMMBX01,2016-11-07 15:33:00,12.89,1,1751787993992,540,687,15,33,0.9147058823529413,0.7860262008733624,0.7954426788395437
Others-CCCPS98,2016-11-20 13:07:00,12.44,1,1751787993992,1082,3103,13,7,0.7715686274509804,0.34869481147276826,0.38659491003847174
BHMBCCTHL01,2016-11-07 09:59:00,12.63,1,1751787993992,189,387,9,59,0.5872549019607842,0.4883720930232558,0.6123682636759293
BHMBCCTHL01,2016-10-11 08:04:00,12.57,1,1751787993992,153,387,8,4,0.4745098039215686,0.3953488372093023,0.5038585504426158
Others-CCCPS98,2016-10-28 13:02:00,12.57,1,1751787993992,1453,3103,13,2,0.7666666666666666,0.46825652594263617,0.42742571799055395
BHMNCPHST01,2016-12-13 10:29:00,12.55,1,1751787993992,756,1200,10,29,0.6166666666666666,0.63,0.4883960672435468
Others-CCCPS8,2016-10-28 10:02:00,12.59,1,1751787993992,533,1322,10,2,0.5901960784313726,0.4031770045385779,0.49964613049447926
BHMBCCMKT01,2016-11-01 12:00:00,12.58,1,1751787993992,239,577,12,0,0.7058823529411765,0.41421143847487,0.37271144838045456
BHMMBMMBX01,2016-11-08 11:00:00,12.9,1,1751787993992,607,687,11,0,0.6470588235294118,0.883551673944687,0.8394971763921153
Broad Street,2016-10-18 09:28:00,12.77,1,1751787993992,510,690,9,28,0.5568627450980392,0.7391304347826086,0.6499777091522482
Others-CCCPS105a,2016-11-21 09:31:00,12.57,1,1751787993992,792,2009,9,31,0.5598039215686275,0.3942259830761573,0.44049532123309726
BHMEURBRD01,2016-11-12 15:27:00,12.75,1,1751787993992,200,470,15,27,0.9088235294117647,0.425531914893617,0.617439995125238
Others-CCCPS202,2016-11-10 15:27:00,12.54,1,1751787993992,1233,2937,15,27,0.9088235294117647,0.4198161389172625,0.4105215992925979
Others-CCCPS135a,2016-11-24 12:30:00,12.83,1,1751787993992,3335,3883,12,30,0.7352941176470589,0.8588720061807881,0.7574862818772954
BHMNCPHST01,2016-11-23 16:04:00,12.58,1,1751787993992,704,1200,16,4,0.9450980392156862,0.5866666666666667,0.5375313669551067
BHMBCCTHL01,2016-10-05 11:04:00,12.66,1,1751787993992,339,387,11,4,0.6509803921568628,0.875968992248062,0.6899137713453389
Shopping,2016-11-07 15:00:00,12.52,1,1751787993992,1355,1920,15,0,0.8823529411764706,0.7057291666666666,0.5422852875097864
BHMEURBRD01,2016-11-07 10:59:00,12.81,1,1751787993992,409,470,10,59,0.646078431372549,0.8702127659574468,0.7438263805413423
Others-CCCPS105a,2016-11-14 11:00:00,12.54,1,1751787993992,1014,2009,11,0,0.6470588235294118,0.5047287207565954,0.47261202099484634
Others-CCCPS119a,2016-12-13 12:29:00,11.86,1,1751787993992,626,2803,12,29,0.734313725490196,0.2233321441312879,0.20129930319021083
Others-CCCPS202,2016-11-18 08:01:00,12.33,1,1751787993992,538,2937,8,1,0.47156862745098044,0.18318011576438542,0.29685085752849166
Others-CCCPS202,2016-11-18 08:01:00,12.33,1,1751787993992,538,2937,8,1,0.47156862745098044,0.18318011576438542,0.24001548664643854
Broad Street,2016-10-07 12:30:00,12.83,1,1751787993992,544,690,12,30,0.7352941176470589,0.7884057971014493,0.7191917531268488
Others-CCCPS135a,2016-11-12 10:00:00,12.68,1,1751787993992,931,3883,10,0,0.5882352941176471,0.23976306979139841,0.4986246758343469
Others-CCCPS135a,2016-10-09 14:03:00,12.71,1,1751787993992,908,3883,14,3,0.8264705882352942,0.2338398145763585,0.3662322452053527
Others-CCCPS8,2016-10-24 14:56:00,12.6,1,1751787993992,698,1322,14,56,0.8784313725490196,0.5279878971255674,0.5138170138100233
Others-CCCPS202,2016-11-04 14:26:00,12.35,1,1751787993992,1165,2937,14,26,0.8490196078431372,0.3966632618318012,0.31833937423911984
Broad Street,2016-12-18 12:30:00,12.84,1,1751787993992,165,690,12,30,0.7352941176470589,0.2391304347826087,0.4791610939547287
Others-CCCPS119a,2016-12-08 10:59:00,11.82,1,1751787993992,589,2803,10,59,0.646078431372549,0.21013200142704244,0.20571565230862665
BHMNCPNST01,2016-10-09 13:04:00,12.78,1,1751787993992,204,485,13,4,0.7686274509803921,0.42061855670103093,0.5137715429429697
Others-CCCPS8,2016-10-11 08:04:00,12.49,1,1751787993992,442,1322,8,4,0.4745098039215686,0.33434190620272314,0.4240794600063732
Shopping,2016-10-10 15:57:00,12.59,1,1751787993992,1135,1920,15,57,0.9382352941176471,0.5911458333333334,0.5667155604215599
Others-CCCPS119a,2016-10-15 16:27:00,11.88,1,1751787993992,474,2803,16,27,0.9676470588235294,0.16910453085979307,0.18741009158420985
Others-CCCPS202,2016-10-05 16:30:00,12.33,1,1751787993992,1054,2937,16,30,0.9705882352941176,0.35886959482465103,0.3386044845318854
Others-CCCPS202,2016-11-09 10:27:00,12.35,1,1751787993992,1046,2937,10,27,0.6147058823529411,0.3561457269322438,0.3473751057320646
Others-CCCPS8,2016-10-07 14:30:00,12.52,1,1751787993992,668,1322,14,30,0.8529411764705882,0.5052950075642966,0.4646872337853349
BHMEURBRD01,2016-12-15 07:57:00,12.61,1,1751787993992,127,470,7,57,0.4676470588235294,0.2702127659574468,0.5070195732493945
Others-CCCPS105a,2016-12-18 11:30:00,12.66,1,1751787993992,990,2009,11,30,0.6764705882352942,0.4927824788451966,0.4826972499200215
BHMNCPHST01,2016-10-05 10:30:00,12.63,1,1751787993992,736,1200,10,30,0.6176470588235294,0.6133333333333333,0.57543235014422
BHMEURBRD01,2016-12-05 11:02:00,12.7,1,1751787993992,385,470,11,2,0.6490196078431373,0.8191489361702128,0.6630842547098037
BHMEURBRD01,2016-12-07 11:59:00,12.77,1,1751787993992,460,470,11,59,0.7049019607843137,0.9787234042553191,0.8209038294825615
Others-CCCPS105a,2016-10-19 09:32:00,12.6,1,1751787993992,1049,2009,9,32,0.5607843137254902,0.5221503235440518,0.5024237867320367
Others-CCCPS202,2016-10-07 09:30:00,12.29,1,1751787993992,917,2937,9,30,0.5588235294117647,0.3122233571671774,0.329799231449621
BHMBCCMKT01,2016-10-27 13:59:00,12.57,1,1751787993992,279,577,13,59,0.8225490196078431,0.48353552859618715,0.4281234884883208
Others-CCCPS202,2016-11-21 09:31:00,12.22,1,1751787993992,897,2937,9,31,0.5598039215686275,0.3054136874361593,0.3176064594428901
Others-CCCPS8,2016-10-07 09:57:00,12.48,1,1751787993992,578,1322,9,57,0.5852941176470587,0.4372163388804841,0.4509517863329095
BHMBCCMKT01,2016-10-28 10:29:00,12.47,1,1751787993992,171,577,10,29,0.6166666666666666,0.29636048526863085,0.36224198687847586
Broad Street,2016-11-08 13:34:00,12.88,1,1751787993992,673,690,13,34,0.7980392156862745,0.9753623188405797,0.7272617063976542
BHMNCPNST01,2016-10-18 09:28:00,12.77,1,1751787993992,337,485,9,28,0.5568627450980392,0.6948453608247422,0.604308451883856
Others-CCCPS98,2016-12-05 08:29:00,12.45,1,1751787993992,562,3103,8,29,0.4990196078431372,0.1811150499516597,0.30427038397110684
Broad Street,2016-12-15 16:30:00,12.87,1,1751787993992,504,690,16,30,0.9705882352941176,0.7304347826086957,0.728848244503175
BHMNCPNST01,2016-10-29 08:26:00,12.74,1,1751787993992,270,485,8,26,0.49607843137254903,0.5567010309278351,0.5805047414058455
Others-CCCPS105a,2016-11-08 08:26:00,12.51,1,1751787993992,788,2009,8,26,0.49607843137254903,0.39223494275759085,0.4473293647448138
Others-CCCPS135a,2016-11-01 10:00:00,12.74,1,1751787993992,2763,3883,10,0,0.5882352941176471,0.7115632243110996,0.5388977347582262
BHMNCPNST01,2016-12-05 13:29:00,12.79,1,1751787993992,243,485,13,29,0.7931372549019607,0.5010309278350515,0.5407678346204485
Others-CCCPS98,2016-11-17 14:30:00,12.42,1,1751787993992,1179,3103,14,30,0.8529411764705882,0.3799548823718982,0.34211263317150253
Others-CCCPS8,2016-10-07 15:04:00,12.53,1,1751787993992,624,1322,15,4,0.8862745098039215,0.4720121028744327,0.4614819446036711
BHMBCCTHL01,2016-12-02 14:25:00,12.76,1,1751787993992,397,387,14,25,0.8480392156862745,1.0258397932816536,0.8578767823134963
BHMEURBRD01,2016-10-19 10:59:00,12.82,1,1751787993992,451,470,10,59,0.646078431372549,0.9595744680851064,0.8902391487838339
BHMBCCTHL01,2016-11-08 08:26:00,12.66,1,1751787993992,148,387,8,26,0.49607843137254903,0.38242894056847543,0.6201528614409859
Others-CCCPS119a,2016-11-03 09:00:00,11.82,1,1751787993992,345,2803,9,0,0.5294117647058824,0.12308241170174812,0.15524625164297898
BHMEURBRD01,2016-11-03 12:59:00,12.87,1,1751787993992,460,470,12,59,0.7637254901960784,0.9787234042553191,0.9344812765195765
Others-CCCPS98,2016-11-03 09:00:00,12.34,1,1751787993992,899,3103,9,0,0.5294117647058824,0.2897196261682243,0.3159161296698634
BHMBCCMKT01,2016-11-11 13:34:00,12.53,1,1751787993992,166,577,13,34,0.7980392156862745,0.2876949740034662,0.32496848044097104
BHMMBMMBX01,2016-10-27 11:32:00,12.89,1,1751787993992,589,687,11,32,0.6784313725490196,0.8573508005822417,0.8484239884871785
BHMEURBRD01,2016-11-10 16:00:00,12.88,1,1751787993992,384,470,16,0,0.9411764705882353,0.8170212765957446,0.8757512765576605
BHMNCPNST01,2016-12-12 10:02:00,12.71,1,1751787993992,232,485,10,2,0.5901960784313726,0.47835051546391755,0.5095591750421831
Others-CCCPS202,2016-11-15 11:03:00,12.41,1,1751787993992,1284,2937,11,3,0.65,0.4371807967313585,0.3773936280871243
Others-CCCPS105a,2016-12-18 14:03:00,12.62,1,1751787993992,1399,2009,14,3,0.8264705882352942,0.6963663514186162,0.571847858081715
BHMEURBRD01,2016-11-10 12:27:00,12.91,1,1751787993992,463,470,12,27,0.7323529411764705,0.9851063829787234,0.930428829768192
Others-CCCPS119a,2016-10-30 07:59:00,11.75,1,1751787993992,81,2803,7,59,0.4696078431372549,0.02889760970388869,0.09207193067343383
Others-CCCPS119a,2016-10-30 07:59:00,11.75,1,1751787993992,81,2803,7,59,0.4696078431372549,0.02889760970388869,0.06048477018866126
Others-CCCPS119a,2016-10-30 07:59:00,11.75,1,1751787993992,81,2803,7,59,0.4696078431372549,0.02889760970388869,0.044691189946274974
Others-CCCPS135a,2016-11-05 08:59:00,12.43,1,1751787993992,693,3883,8,59,0.5284313725490195,0.17847025495750707,0.3586839948578666
Others-CCCPS98,2016-10-10 08:04:00,12.14,1,1751787993992,540,3103,8,4,0.4745098039215686,0.17402513696422817,0.24497063331704577
BHMEURBRD01,2016-12-12 15:56:00,12.89,1,1751787993992,336,470,15,56,0.9372549019607843,0.7148936170212766,0.8226612233947344
Others-CCCPS119a,2016-11-20 15:01:00,12.05,1,1751787993992,1534,2803,15,1,0.8833333333333334,0.5472707813057438,0.2959809856260094
Others-CCCPS202,2016-11-27 13:08:00,12.54,1,1751787993992,854,2937,13,8,0.7725490196078431,0.29077289751447055,0.3340832628007974
Others-CCCPS98,2016-10-12 15:01:00,12.19,1,1751787993992,1140,3103,15,1,0.8833333333333334,0.367386400257815,0.30617851678743035
BHMBCCTHL01,2016-12-09 13:29:00,12.76,1,1751787993992,402,387,13,29,0.7931372549019607,1.0387596899224807,0.8294562756817333
BHMBCCTHL01,2016-11-26 11:01:00,12.81,1,1751787993992,395,387,11,1,0.6480392156862745,1.020671834625323,0.9250640551535281
BHMMBMMBX01,2016-10-05 12:57:00,12.92,1,1751787993992,663,687,12,57,0.7617647058823529,0.9650655021834061,0.9067447453352924
BHMBCCTHL01,2016-11-23 08:04:00,12.76,1,1751787993992,224,387,8,4,0.4745098039215686,0.5788113695090439,0.751937712331286
BHMMBMMBX01,2016-11-23 15:31:00,12.91,1,1751787993992,511,687,15,31,0.9127450980392158,0.7438136826783115,0.8252792140068019
BHMMBMMBX01,2016-11-17 15:30:00,12.9,1,1751787993992,526,687,15,30,0.9117647058823529,0.7656477438136827,0.7954634789102424
Others-CCCPS105a,2016-11-04 16:00:00,12.61,1,1751787993992,936,2009,16,0,0.9411764705882353,0.4659034345445495,0.5188756463131323
BHMEURBRD01,2016-12-15 15:00:00,12.91,1,1751787993992,402,470,15,0,0.8823529411764706,0.8553191489361702,0.8389901861654523
BHMNCPHST01,2016-11-26 13:01:00,12.71,1,1751787993992,702,1200,13,1,0.765686274509804,0.585,0.58021617507211
Others-CCCPS135a,2016-10-29 14:26:00,12.39,1,1751787993992,1433,3883,14,26,0.8490196078431372,0.36904455318053053,0.3638642740191986
BHMEURBRD01,2016-12-14 15:56:00,12.91,1,1751787993992,398,470,15,56,0.9372549019607843,0.8468085106382979,0.8428993484018751
BHMNCPHST01,2016-10-30 14:32:00,12.59,1,1751787993992,252,1200,14,32,0.8549019607843137,0.21,0.395108087536055
BHMBCCTHL01,2016-10-06 14:30:00,12.79,1,1751787993992,307,387,14,30,0.8529411764705882,0.7932816537467701,0.7726096830390281
BHMEURBRD01,2016-10-07 10:30:00,12.88,1,1751787993992,339,470,10,30,0.6176470588235294,0.7212765957446808,0.782087972073278
Others-CCCPS98,2016-10-04 13:29:00,12.36,1,1751787993992,1273,3103,13,29,0.7931372549019607,0.4102481469545601,0.35821333187099524
Others-CCCPS202,2016-11-08 16:34:00,12.5,1,1751787993992,1036,2937,16,34,0.9745098039215686,0.35274089206673476,0.3434120774337661
BHMEURBRD01,2016-10-27 12:26:00,12.91,1,1751787993992,455,470,12,26,0.7313725490196079,0.9680851063829787,0.8750865392281284
Others-CCCPS202,2016-10-14 13:27:00,12.6,1,1751787993992,1204,2937,13,27,0.7911764705882353,0.40994211780728634,0.37667709762052626
Broad Street,2016-10-28 13:29:00,12.9,1,1751787993992,579,690,13,29,0.7931372549019607,0.8391304347826087,0.7839893396428919
Others-CCCPS105a,2016-11-04 08:59:00,12.54,1,1751787993992,787,2009,8,59,0.5284313725490195,0.3917371826779492,0.45530641449554077
BHMBCCMKT01,2016-10-26 09:26:00,12.22,1,1751787993992,87,577,9,26,0.5549019607843138,0.15077989601386482,0.23787418822741793
Shopping,2016-11-28 16:28:00,12.65,1,1751787993992,1176,1920,16,28,0.968627450980392,0.6125,0.58960778021078
BHMBCCTHL01,2016-12-12 16:29:00,12.83,1,1751787993992,350,387,16,29,0.969607843137255,0.9043927648578811,0.8385012239484546
Others-CCCPS105a,2016-10-12 10:31:00,12.59,1,1751787993992,1250,2009,10,31,0.6186274509803922,0.6222000995520159,0.5387532570237783
Others-CCCPS8,2016-10-06 10:03:00,12.55,1,1751787993992,621,1322,10,3,0.5911764705882353,0.4697428139183056,0.4656123792609883
Others-CCCPS105a,2016-11-04 08:00:00,12.45,1,1751787993992,644,2009,8,0,0.47058823529411764,0.3205574912891986,0.42965537415648847
Others-CCCPS105a,2016-12-06 09:29:00,12.48,1,1751787993992,877,2009,9,29,0.5578431372549019,0.43653558984569435,0.4330954820010914
Others-CCCPS8,2016-12-13 09:02:00,12.48,1,1751787993992,497,1322,9,2,0.5313725490196078,0.37594553706505296,0.42077895816302063
BHMBCCMKT01,2016-12-12 10:29:00,12.09,1,1751787993992,99,577,10,29,0.6166666666666666,0.17157712305025996,0.20472565563883893
Others-CCCPS8,2016-12-13 09:55:00,12.52,1,1751787993992,637,1322,9,55,0.5833333333333333,0.48184568835098335,0.451312323257002
BHMBCCTHL01,2016-12-14 08:43:00,12.8,1,1751787993992,243,387,8,43,0.5127450980392156,0.627906976744186,0.7332041003463203
BHMNCPHST01,2016-11-04 11:33:00,12.61,1,1751787993992,678,1200,11,33,0.6794117647058824,0.565,0.48005404376802746
Others-CCCPS105a,2016-12-08 08:59:00,12.44,1,1751787993992,851,2009,8,59,0.5284313725490195,0.4235938277750124,0.4283446548880519
Broad Street,2016-11-09 15:34:00,12.91,1,1751787993992,625,690,15,34,0.9156862745098039,0.9057971014492754,0.8448932205460836
Others-CCCPS202,2016-10-14 09:27:00,12.45,1,1751787993992,910,2937,9,27,0.5558823529411764,0.3098399727613211,0.34325853519092364
Others-CCCPS119a,2016-12-14 15:30:00,12.06,1,1751787993992,584,2803,15,30,0.9117647058823529,0.20834819835890117,0.2521645919924553
BHMBCCTHL01,2016-11-07 08:00:00,12.48,1,1751787993992,75,387,8,0,0.47058823529411764,0.1937984496124031,0.4635012749793617
BHMBCCTHL01,2016-10-11 12:03:00,12.59,1,1751787993992,333,387,12,3,0.7088235294117647,0.8604651162790697,0.6619831956292157
BHMBCCTHL01,2016-11-14 09:27:00,12.51,1,1751787993992,143,387,9,27,0.5558823529411764,0.3695090439276486,0.5157461197784321
BHMMBMMBX01,2016-10-25 09:00:00,12.81,1,1751787993992,351,687,9,0,0.5294117647058824,0.5109170305676856,0.653190254738964
Others-CCCPS119a,2016-11-07 12:59:00,12.24,1,1751787993992,550,2803,12,59,0.7637254901960784,0.1962183374955405,0.22419146474399787
BHMMBMMBX01,2016-10-04 13:02:00,12.85,1,1751787993992,651,687,13,2,0.7666666666666666,0.9475982532751092,0.8003942540070366
Others-CCCPS202,2016-11-23 11:57:00,12.47,1,1751787993992,1392,2937,11,57,0.7029411764705882,0.473953013278856,0.4086057742348898
BHMEURBRD01,2016-12-11 15:59:00,12.8,1,1751787993992,153,470,15,59,0.9401960784313725,0.32553191489361705,0.6003092270608728
Others-CCCPS202,2016-11-05 12:26:00,12.54,1,1751787993992,752,2937,12,26,0.7313725490196079,0.2560435818862785,0.3323246780605842
Shopping,2016-10-18 15:27:00,12.7,1,1751787993992,1260,1920,15,27,0.9088235294117647,0.65625,0.62292889010539
BHMEURBRD01,2016-10-30 09:25:00,12.52,1,1751787993992,38,470,9,25,0.5539215686274509,0.08085106382978724,0.34058014544533
Shopping,2016-11-17 12:04:00,12.78,1,1751787993992,1495,1920,12,4,0.7098039215686275,0.7786458333333334,0.7007873617193616
BHMNCPNST01,2016-10-12 15:01:00,12.74,1,1751787993992,321,485,15,1,0.8833333333333334,0.6618556701030928,0.585707422572638
Shopping,2016-12-16 13:56:00,12.79,1,1751787993992,1317,1920,13,56,0.8196078431372549,0.6859375,0.6933624308596809
Shopping,2016-12-19 10:30:00,12.79,1,1751787993992,1257,1920,10,30,0.6176470588235294,0.6546875,0.6740249654298405
Others-CCCPS8,2016-10-17 16:28:00,12.53,1,1751787993992,598,1322,16,28,0.968627450980392,0.4523449319213313,0.45182862758916664
BHMBCCTHL01,2016-10-12 09:26:00,12.59,1,1751787993992,265,387,9,26,0.5549019607843138,0.6847545219638242,0.6002503208711282
Others-CCCPS135a,2016-12-07 15:59:00,12.53,1,1751787993992,2883,3883,15,59,0.9401960784313725,0.7424671645634818,0.5531657192913402
Others-CCCPS105a,2016-10-26 12:26:00,12.58,1,1751787993992,1337,2009,12,26,0.7313725490196079,0.6655052264808362,0.5469249406844441
Others-CCCPS8,2016-10-09 09:57:00,12.46,1,1751787993992,369,1322,9,57,0.5852941176470587,0.27912254160363087,0.36547558459639873
Others-CCCPS105a,2016-11-14 14:00:00,12.62,1,1751787993992,1155,2009,14,0,0.8235294117647058,0.5749128919860628,0.5609189163352535
Others-CCCPS98,2016-10-23 13:26:00,12.52,1,1751787993992,872,3103,13,26,0.7901960784313725,0.2810183693200129,0.31961585059550407
Others-CCCPS119a,2016-10-12 13:04:00,12.36,1,1751787993992,594,2803,13,4,0.7686274509803921,0.21191580449518374,0.21805363461959082
Broad Street,2016-11-02 08:56:00,12.85,1,1751787993992,407,690,8,56,0.5254901960784314,0.5898550724637681,0.7173741465049259
BHMEURBRD01,2016-12-16 09:03:00,12.53,1,1751787993992,257,470,9,3,0.5323529411764706,0.5468085106382978,0.4436943280418139
Others-CCCPS119a,2016-11-09 14:00:00,12.21,1,1751787993992,566,2803,14,0,0.8235294117647058,0.20192650731359257,0.2099900709665917
BHMNCPHST01,2016-12-13 16:02:00,12.63,1,1751787993992,701,1200,16,2,0.9431372549019609,0.5841666666666666,0.5321103552173471
Others-CCCPS105a,2016-10-04 13:29:00,12.72,1,1751787993992,1459,2009,13,29,0.7931372549019607,0.726231956197113,0.6435754362661832
BHMNCPHST01,2016-11-04 15:26:00,12.63,1,1751787993992,584,1200,15,26,0.907843137254902,0.4866666666666667,0.5093885109420069
Others-CCCPS135a,2016-10-10 12:30:00,12.66,1,1751787993992,3014,3883,12,30,0.7352941176470589,0.7762039660056658,0.664684842648503
Others-CCCPS8,2016-12-14 14:03:00,12.53,1,1751787993992,845,1322,14,3,0.8264705882352942,0.6391830559757943,0.5023293202860966
BHMMBMMBX01,2016-11-30 11:28:00,12.86,1,1751787993992,553,687,11,28,0.6745098039215687,0.8049490538573508,0.8026716539321936
BHMBCCTHL01,2016-10-24 13:30:00,12.7,1,1751787993992,301,387,13,30,0.7941176470588235,0.7777777777777778,0.689014049324453
Others-CCCPS105a,2016-11-05 14:26:00,12.78,1,1751787993992,1308,2009,14,26,0.8490196078431372,0.6510701841712294,0.6473228102187063
Others-CCCPS105a,2016-11-17 14:30:00,12.8,1,1751787993992,1480,2009,14,30,0.8529411764705882,0.7366849178695869,0.6920038640441466
Others-CCCPS202,2016-11-24 11:27:00,12.52,1,1751787993992,1274,2937,11,27,0.6735294117647058,0.4337759618658495,0.3830503199632168
BHMEURBRD01,2016-12-10 09:02:00,12.29,1,1751787993992,65,470,9,2,0.5313725490196078,0.13829787234042554,0.2909961001911197
Others-CCCPS135a,2016-11-26 13:01:00,12.74,1,1751787993992,2222,3883,13,1,0.765686274509804,0.5722379603399433,0.6184614014942231
BHMBCCMKT01,2016-10-16 13:27:00,12.15,1,1751787993992,146,577,13,27,0.7911764705882353,0.2530329289428076,0.22887929229082327
Others-CCCPS8,2016-12-18 16:30:00,12.62,1,1751787993992,754,1322,16,30,0.9705882352941176,0.5703479576399395,0.536338638963018
Others-CCCPS98,2016-10-30 13:25:00,12.63,1,1751787993992,1144,3103,13,25,0.7892156862745098,0.3686754753464389,0.3441456629709715
BHMNCPHST01,2016-10-17 13:31:00,12.72,1,1751787993992,688,1200,13,31,0.7950980392156863,0.5733333333333334,0.5413609221376701
Others-CCCPS135a,2016-11-29 11:55:00,12.79,1,1751787993992,3493,3883,11,55,0.7009803921568627,0.8995621941797579,0.7590117978369906
Others-CCCPS98,2016-12-16 16:30:00,12.48,1,1751787993992,900,3103,16,30,0.9705882352941176,0.2900418949403803,0.3170937789556759
BHMBCCTHL01,2016-11-18 16:01:00,12.76,1,1751787993992,348,387,16,1,0.942156862745098,0.8992248062015504,0.7941194277630017
Others-CCCPS202,2016-11-04 08:26:00,12.37,1,1751787993992,663,2937,8,26,0.49607843137254903,0.2257405515832482,0.3043954357732325
BHMMBMMBX01,2016-11-25 15:27:00,12.86,1,1751787993992,494,687,15,27,0.9088235294117647,0.7190684133915575,0.7608700336618756
Others-CCCPS119a,2016-10-14 15:27:00,12.09,1,1751787993992,526,2803,15,27,0.9088235294117647,0.18765608276846235,0.19882307686752704
Others-CCCPS8,2016-11-01 14:00:00,12.61,1,1751787993992,664,1322,14,0,0.8235294117647058,0.5022692889561271,0.5193039639595726
BHMNCPHST01,2016-11-07 09:26:00,12.62,1,1751787993992,505,1200,9,26,0.5549019607843138,0.42083333333333334,0.48109712773550173
BHMMBMMBX01,2016-11-29 13:28:00,12.88,1,1751787993992,625,687,13,28,0.792156862745098,0.9097525473071325,0.835311290484504
